ACCESSIONNUMBER	SIGNATURE_SEQ_KEY	ISSUERNAME	SIGNATURENAME	NAMEOFSIGNER	SIGNATURETITLE	SIGNATUREDATE
0002007560-25-000051	101	Rise West 59 Partners, LLC	Bikran Sandhu	Bikran Sandhu	Managing Member of the Manager of the Manager of the Issuer	2025-08-08
0002080774-25-000001	101	Green Springs Capital Group, LLC	David Utley	David Utley	Attorney In Fact	2025-08-08
0002007560-25-000050	101	Rise Lakeside Partners, LLC	Bikran Sandhu	Bikran Sandhu	Managing Member of the Manager of the Manager of the Issuer	2025-08-08
0002007560-25-000049	101	Rise Peoria, LLC	Bikran Sandhu	Bikran Sandhu	Managing Member of the Manager of the Manager of the Issuer	2025-08-08
0002013302-25-000002	101	PACE Healthcare Capital SPV Project Tumaini, LLC	Julia Monfrini Peev	Julia Monfrini Peev	Manager	2025-08-08
0001869137-25-000001	101	MineHub Technologies Inc.	/s/ Monika Russell	Monika Russell	Chief Financial Officer	2025-08-08
0001158649-25-000008	101	Muzinich BDC, Inc.	/s/ Paul Fehre	Paul Fehre	CFO & Treasurer	2025-08-08
0002078105-25-000003	101	Stockbridge Niche Industrial REIT	/s/ Breanna Staggs	Breanna Staggs	Chief Operating Officer	2025-08-08
0000950103-25-010122	101	CapitalSpring Investment Partners VII Parallel II, LP	/s/ T.A. McKinney	T.A. McKinney	General Counsel	2025-08-08
0002078212-25-000001	101	Centerbridge Falcon Acquisition Fund, L.P.	/s/ Susanne V. Clark	Susanne V. Clark	General Counsel, Senior Managing Director	2025-08-08
0001742883-25-000001	101	Marshall Reddick Mortgage Fund, LLC	Patrick Prunty	Patrick Prunty	Vice President of KKI Ventures, Inc	2025-08-08
0002080802-25-000001	101	Biomimetics Innovations Ltd	/R. Scott Evans/	R. Scott Evans	Attorney	2025-08-08
0001801323-25-000003	101	PLEOPHARMA, INC.	Daniel Alan Cartwright	Daniel Alan Cartwright	CFO	2025-08-08
0002079803-25-000001	101	SmartWheels, Inc.	/s/ Katherine Huntington Hart	Katherine Huntington Hart	By POA from Vaibhav Saxena, Corporate Secretary	2025-08-08
0002007560-25-000048	101	Rise Robson, LLC	Bikran Sandhu	Bikran Sandhu	Managing Member of the Manager of the Manager of the Issuer	2025-08-08
0002033045-25-000001	101	PFSD 9 Cayman, L.P.	/s/ John C. Atwater	John C. Atwater	Managing Member of the GP	2025-08-08
0002007560-25-000047	101	Rise Encore Partners, LLC	Bikran Sandhu	Bikran Sandhu	Managing Member of the Manager of the Manager of the Issuer	2025-08-08
0002007560-25-000046	101	Rise PV, LLC	Bikran Sandhu	Bikran Sandhu	Managing Member of the Manager of the Manager of the Issuer	2025-08-08
0001012975-25-000428	101	Allocate SPV 2, L.P.	/s/ Saul A. Cardenas	Saul A. Cardenas	Secretary of the Investment Manager of the Issuer	2025-08-08
0001986162-25-000002	101	EM Ascent Fund I, L.P.	/s/ Charles Clinton	Charles Clinton	President of the General Partner of the Issuer	2025-08-08
0001816472-25-000001	101	BentallGreenOak US Core Plus Fund LP	/s/ Karamjit Kalsi	Karamjit Kalsi	Co-Chief Executive Officer	2025-08-08
0002019304-25-000001	101	Prime Finance Short Duration 9, L.P.	/s/ John C. Atwater	John C. Atwater	Managing Member of the GP	2025-08-08
0002007560-25-000045	101	Rise Encore Partners, LLC	Bikran Sandhu	Bikran Sandhu	Managing Member of the Manager of the Manager of the Issuer	2025-08-08
0002080600-25-000001	101	ALTIMETER CAP FUND II LLC	Jason Ellin	Jason Ellin	Manager	2025-08-08
0002007560-25-000044	101	Rise Thomas, LLC	Bikran Sandhu	Bikran Sandhu	Managing Member of the Manager of the Manager of the Issuer	2025-08-08
0002007560-25-000043	101	Rise Melrose, LLC	Bikran Sandhu	Bikran Sandhu	Managing Member of the Manager of the Manager of the Issuer	2025-08-08
0002007560-25-000042	101	Rise Country Club Partners, LLC	Bikran Sandhu	Bikran Sandhu	Managing Member of the Manager of the Manager of the Issuer	2025-08-08
0002007560-25-000041	101	Rise Lofts Partners, LLC	Bikran Sandhu	Bikran Sandhu	Managing Member of the Manager of the Manager of the Issuer	2025-08-08
0002007560-25-000040	101	Rise Midtown Partners, LLC	Bikran Sandhu	Bikran Sandhu	Managing Member of the Manager of the Manager of the Issuer	2025-08-08
0000899140-25-000897	101	CERES ORION L.P.	Patrick T. Egan	Patrick T. Egan	See the Title in the Clarification Box in Item # 3 above	2025-08-08
0001995114-25-000002	101	PIMEE ENERGY INC.	/s/ Michael Kamis	Michael Kamis	Chief Executive Officer	2025-08-08
0002080768-25-000001	101	Barings Target Yield Infrastructure Debt Fund 2, a sub-fund of Barings Umbrella Fund (LUX) SCSp SICAV-RAIF	Luke Foster	Luke Foster	Managing Director of the US Investment Manager of the Issuer	2025-08-05
0002065767-25-000004	101	BDT & MSD Technology Fund I, LP	/s/ Mary Ann Todd	Mary Ann Todd	Partner & Chief Legal Officer of GP of GP of Issuer	2025-08-08
0000932440-25-000022	101	GSA CIS CAMP SPRINGS DST	/s/ Douglas F. Blough	Douglas F. Blough	Manager	2024-08-08
0002031513-25-000001	101	Hildred Capital Co-Invest-REBA, LP	Andrew Goldman	Andrew Goldman	Managing Member of the GP of the GP of the Issuer	2025-08-08
0001062993-25-013976	101	Surge Copper Corp	/s/ Leif Nilsson	Leif Nilsson	CEO	2025-08-08
0002020413-25-000003	101	Sygnus Credit Investments Puerto Rico Fund LLC	/s/ Pablo Penaloza	Pablo Penaloza	Chief Operating Officer	2025-08-08
0000899140-25-000895	101	Ceres Tactical Commodity L.P.	Patrick T. Egan	Patrick T. Egan	See the Title in the Clarification Box in Item #3 Above	2025-08-08
0002080594-25-000001	101	Valiant Games, Inc.	Carlin McRae	Carlin McRae	COO	2025-08-08
0002079826-25-000001	101	Cantilever Capital LP	David Ballard	David Ballard	Managing Partner	2025-08-08
0002080669-25-000001	101	Barings TYIDF2 Rated Feeder, L.P.	Luke Foster	Luke Foster	Managing Director of the sole manager of the General Partner	2025-08-05
0002080748-25-000001	101	Wholesome Crave, Inc.	/s/ Michel Nischan	Michel Nischan	Chief Executive Officer	2025-08-08
0002080156-25-000003	101	Engine Capital Opportunity I, L.P.	Marc S Diagonale	Marc S Diagonale	Chief Financial Officer	2025-08-08
0002080579-25-000002	101	KC Plaza Investment Group LLC	James A. Jacobson	James A. Jacobson	by POA from Stephen F. Elken Manager	2025-08-08
0001104659-25-075692	101	Beach House Behavioral Health, Inc.	/s/ Joseph Wynne	Joseph Wynne	Treasurer	2025-08-08
0001231919-25-000144	101	ZOOZ Power Ltd.	/s/ Avi Cohen	Avi Cohen	Executive Chairman	2025-08-08
0001062993-25-013944	101	2210 Eldridge Avenue East LLC	/s/ Gabriel Rysdahl	Gabriel Rysdahl	President	2025-07-23
0002078762-25-000001	101	Baton Rouge Apts, LLC	Michael H. Siemer	Michael H. Siemer	Mgr, MHSR,LLC, Mgr,SMB Equity, LLC, Mgr,SMB Manager, LLC	2025-08-07
0002079820-25-000002	101	Atium Capital Inc.	Luna Prada	Maria Luna Prada	Authorized Filer	2025-08-08
0002080261-25-000001	101	Green Rock Robotics, Inc.	/s/ Ross Conley Sloan	Ross Conley Sloan	Secretary	2025-08-08
0001615594-25-000094	101	WEG Consolidated, LLC	/s/ Elizabeth Furcht	Elizabeth Furcht	Secretary	2025-08-08
0001836108-25-000003	101	Invirsa, Inc.	/s/ Robert Shalwitz	Robert Shalwitz	President	2025-08-07
0001594909-25-000003	101	E M Mining, Inc.	Olga Burke	Olga Burke	Director	2025-08-08
0002009770-25-000002	101	BBG Aerosystems Inc.	/s/ Edward J. Bozeman III	Edward J. Bozeman III	Chief Executive Officer	2025-08-07
0002080823-25-000001	101	ASAP Holdings, LLC	August C. Pence	August C. Pence	President	2025-08-08
0001989655-25-000002	101	3 Keys Communities, LLC	Robert Rowsell	Robert Rowsell	Manager of Manager	2025-08-08
0002080531-25-000001	101	Sojourn Cellars LLC	Patrick A. Roney	Patrick A. Roney	Manager	2025-08-08
0001654954-25-009285	101	Yorkmont Capital Partners, LP	/s/ Graeme Rein	Graeme Rein	Manager or General Partner	2025-08-08
0002080156-25-000002	101	Zenith Fund 1, LP	Brett Maune	Brett Maune	Manager	2025-08-08
0001315863-25-000588	101	Everstone Capital Partners V-1, LP	/s/ Atul Kapur	Atul Kapur	Director	2025-08-08
0001315863-25-000587	101	Everstone Capital Partners V Pte. Ltd	/s/ Sanjoy Chatterjee	Sanjoy Chatterjee	Director	2025-08-08
0001982820-25-000003	101	UltronAI, Inc.	Marios Savvides	Marios Savvides	CEO	2025-08-08
0002063407-25-000032	101	John Street Systematic Fund Ltd	/s/ Michael McDonald	Michael McDonald	Director	2025-08-08
0001123292-25-000340	101	Enea Fund, LP	/s/ Federico Dubini	Federico Dubini	Managing Member of the General Partner of the Issuer	2025-08-08
0002079117-25-000002	101	AGIA PD Fund, L.P.	/s/ Sarwan Ramphul	Sarwan Ramphul	Director of the GP of the Issuer	2025-08-08
0002079988-25-000001	101	Decades Inflection Blue LLC	/s/ David Zhang	David Zhang	Manager of the Fund	2025-08-08
0002063407-25-000031	101	John Street Systematic Fund, L.P.	/s/ Michael McDonald	Michael McDonald	Director of General Partner	2025-08-08
0000911916-25-000002	101	Highland Capital Management Institutional Fund II, LLC	/s/ Chad Eisenberg	Chad Eisenberg	COO	2025-08-08
0002080444-25-000001	101	xAI 2025(1) a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-08-08
0002080293-25-000001	101	SG Labs, Inc.	Gaurav Goomer	Gaurav Goomer	President & CEO	2025-08-08
0002080445-25-000001	101	TextQL Seed I Angel SPV May 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-08-08
0002080662-25-000001	101	MCI Exchange Enclave of Bahamas/Bahamas B Series, DST	Stacy Grace	Stacy Grace	BY POA FROM 'ZACH IPOUR, CO PRESIDENT OF THE MANAGER	2025-08-08
0002080782-25-000001	101	GoodGrain Inc.	/s/ Ismail Salhi	Ismail Salhi	President	2025-08-08
0001140361-25-029811	101	IC HOLDINGS 4 LLC	/s/ Thomas McCrossin	Thomas McCrossin	Manager of the Manager	2025-08-01
0001587741-25-000001	101	Nicoya Fund LLC	Rahul Malhotra	Rahul Malhotra	Managing Director of Nicoya Capital LLC	2025-08-08
0002080446-25-000001	101	IDA Venture Partners I.B a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-08-07
0002080443-25-000001	101	BETTER AUTH Jun 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-08-07
0002080447-25-000001	101	Grok VI Jul 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-08-07
0001470831-25-000119	101	Novera Holdings, L.P.	/S/ ARVIND GUPTA	ARVIND GUPTA	MANAGING MEMBER OF THE GENERAL PARTNER OF THE ISSUER	2025-07-25
0000945621-25-000689	101	Emerald Global Water Fund II, a sub-fund of Emerald Innovation Fund ILP	/s/ Alison Manley	Alison Manley	Director of the General Partner of the Issuer	2025-08-08
0001013594-25-000963	101	Bornite Commodities & Industrials Onshore Fund LP	/s/ Daniel Dreyfus	Daniel Dreyfus	Managing Member of the General Partner	2025-08-08
0001764334-25-000004	101	Blue Owl Real Estate Net Lease Property Fund LP	/s/ Neena Reddy	Neena Reddy	Chief Legal Officer of the Issuer	2025-08-08
0001764334-25-000003	101	Blue Owl Real Estate Net Lease Property Fund (A) LP	/s/ Neena Reddy	Neena Reddy	Chief Legal Officer of the Issuer	2025-08-08
0001013594-25-000962	101	Bornite Commodities & Industrials Offshore Fund Ltd.	/s/ Daniel Dreyfus	Daniel Dreyfus	Principal of the Investment Manager of the Issuer	2025-08-08
0001764334-25-000002	101	Blue Owl Real Estate Net Lease Property Fund (P) LP	/s/ Neena Reddy	Neena Reddy	Chief Legal Officer of the Issuer	2025-08-08
0002080449-25-000002	101	GV Aalo Atomics SPV Jul 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-08-07
0001012975-25-000427	101	Prelude Growth Partners III, L.P.	/s/ Neda Daneshzadeh	Neda Daneshzadeh	Manager of the General Partner of the Issuer	2025-08-08
0002080449-25-000001	101	DataCrestB Jul 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-08-07
0000919574-25-004415	101	Modular Asian Macro Fund Ltd	/s/ Matthew Cannon	Matthew Cannon	Director	2025-08-08
0002080081-25-000001	101	RobbyLAVA Games Ltd	robert baird howell	Robert Baird Howell	CEO, principal designer	2025-08-08
0001897758-25-000002	101	Best Day Brewing Inc.	/s/ Jane A. Hockman	Jane A. Hockman	President	2025-08-08
0001470831-25-000118	101	Novera Ventures, L.P.	/S/ ARVIND GUPTA	ARVIND GUPTA	MANAGING MEMBER OF THE GENERAL PARTNER OF THE ISSUER	2025-07-25
0002077114-25-000001	101	Easy PA, Inc.	Sarah Martello	Sarah Martello	Gen Counsel	2025-08-08
0002072090-25-000001	101	Lauderdale II SCSp	/s/ Martin Klima	Martin Klima	Manager of GP of Issuer	2025-08-08
0002080712-25-000001	101	Epcon Big Walnut, LLC	/s/ Joel D. Rhoades	Joel D. Rhoades	Chief Executive Officer	2025-08-04
0000905148-25-002769	101	GP Venture Capital 2025-2026 Series	Robert Nanney	Robert Nanney	Chief Compliance Officer	2025-08-08
0001940398-25-000002	101	PAPER PROFITS V2 LLC	/s/ Joshua Andrews	Joshua Andrews	Principal of Issuer's Management Co, Freedom Management, LLC	2025-08-08
0001804236-25-000002	101	Paper Profits, LLC	/s/ Joshua Andrews	Joshua Andrews	Principal of the Issuer's Managing Member	2025-08-08
0002016773-25-000002	101	Mindset Medical, Inc.	/Mitchell A. Foster/	Mitchell A. Foster	CEO	2025-08-08
0002080377-25-000001	101	CM INVESTMENTS II LLC - CM CALI VPP LLC	Alyssa Luttrell	Alyssa Luttrell	Director of Operations	2025-08-08
0002080450-25-000001	101	KCA Syndicate Select Jun 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-08-07
0002080451-25-000001	101	Tresses Capital SPV Axion Ray a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-08-07
0002080685-25-000001	101	Northwood Village Corsicana TX LLC	Carolyn Gonzales	Carolyn Gonzales	Attorney in Fact	2025-08-08
0002080365-25-000001	101	Kobold Metals Jan 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-08-07
0001470831-25-000117	101	Protagonist II LP	/s/ George Bousis	George Bousis	Manager of the General Partner of the Issuer	2025-08-08
0001998651-25-000001	101	V-CO-INVEST III, L.P.	/S/ JOHN C. GLOVER	JOHN C. GLOVER	MGRM OF THE MGRM OF THE GP OF THE MGRM OF THE GP OF ISSUER	2025-08-08
0002024349-25-000002	101	KYMATIC INVESTMENTS LP	/s/ James Tao	James Tao	Manager of the General Partner of the Issuer	2025-08-08
0001315863-25-000586	101	Western Alternative Strategies, L.P. - Co-GP Series	/s/ Chris Pate	Chris Pate	President of the General Partner	2025-08-08
0000919574-25-004413	101	RPD Fortress Fund LP	/s/ Ahmet Okumus	Ahmet Okumus	Managing Member of the General Partner	2025-08-08
0002023985-25-000001	101	Seven Seas Japan Opportunity Fund II Godo Kaisha	/s/ Makoto Nagao	Makoto Nagao	Executive Manager	2025-08-08
0000899140-25-000883	101	Two Sigma Risk Premia Cayman Fund, Ltd.	Steve H. Metzger	Steve H. Metzger	General Counsel of the Investment Manager	2025-08-08
0000899140-25-000882	101	Two Sigma Active Extension U.S. All Cap Equity Beta Adjusted Cayman Fund, Ltd.	Steve H. Metzger	Steve H. Metzger	General Counsel of the Investment Manager	2025-08-08
0000899140-25-000881	101	Two Sigma Absolute Return Enhanced Cayman Fund, Ltd.	Steve H. Metzger	Steve H. Metzger	General Counsel of the Investment Manager	2025-08-08
0000899140-25-000880	101	Two Sigma Risk Premia Enhanced Cayman Fund, Ltd.	Steve H. Metzger	Steve H. Metzger	General Counsel of the Investment Manager	2025-08-08
0001596877-25-000001	101	Demeter Capital Group LP	Emily Paxhia	Emily Paxhia	Managing Director of Poseidon Asset Management, LLC	2025-08-08
0002076345-25-000001	101	Pritzker PAS Fund LP	Lewis M. Linn	Lewis M. Linn	President of Trustee of Mng Mmbr of GP of GP of the Issuer	2025-08-08
0002078923-25-000003	101	Everside Direct III, LP	/s/ Nathaniel Kirk	Nathaniel Kirk	Manager of the Issuers	2025-08-08
0002078923-25-000003	102	Everside Direct III Offshore, LP	/s/ Nathaniel Kirk	Nathaniel Kirk	Manager of the Issuers	2025-08-08
0002080517-25-000001	101	Flow Marketing Intelligence, Inc.	David Wolf	David Wolf	CEO	2025-08-08
0002073783-25-000003	101	Epping Forest Venture Holdings LP	/s/ Richard A. Miller, IIII	Richard A. Miller, III	President of Issuer's General Partner	2025-08-08
0001748624-25-000003	101	Pivot Holdings III LLC	Akbar A. Poonawala	Akbar A. Poonawala	Director	2025-08-08
0002078711-25-000001	101	RRE25 Marcella Landing LLC	Justin Belliveau	Justin Belliveau	Manager	2025-08-08
0001755049-25-000004	101	MedaSync Inc.	Ryan Edgerly	Ryan Edgerly	Chief Executive Officer	2025-08-08
0002073783-25-000002	101	Epping Forest Venture Holdings LP	/s/ Richard A. Miller, IIII	Richard A. Miller, III	President of Issuer's General Partner	2025-08-08
0002079700-25-000001	101	OV OAI Holdings, L.P.	Tedd Himler	Tedd Himler	Manager of GP of Issuer	2025-08-07
0002072517-25-000001	101	Cresta Sustainable Infrastructure Co-Invest Allocator LP - Braya Revolver Series	/S/ BEN NELSON	BEN NELSON	CHIEF COMPLIANCE OFFICER OF THE GP OF THE GP OF THE ISSUER	2025-08-08
0001929752-25-000005	101	Bainbridge Growth Inc	Austin Gardner-Smith	Austin Gardner-Smith	Chief Executive Officer	2025-08-08
0002080611-25-000001	101	PENSACOLA PRIME LODGING, LLC	Hiren Desai	Hiren Desai	Manager	2025-08-08
0000919574-25-004411	101	GIREHBAN CAPITAL FUND, LP	/s/ Rustom  Khandalavala	Rustom  Khandalavala	Managing Member of the General  Partner	2025-08-08
0002053921-25-000001	101	DREP EDC USA, LP	/S/ DAVID COTTERMAN	DAVID COTTERMAN	MBR OF MNG MBR OF THE GP OF THE ISSUER	2025-08-08
0002080376-25-000001	101	SAL Studios, Inc	Ari Savitsky	Ari Savitsky	CEO	2025-08-08
0000919574-25-004409	101	Trutino Relative Value Rates Offshore Fund Ltd.	/s/ Bernard J. Weis	Bernard J. Weis	Manager	2025-08-08
0000950103-25-010104	101	Prime Liquidity Fund LLC	/s/ Michael Keehan	Michael Keehan	Fund Manager of the Investment Adviser	2025-08-08
0001780928-25-000001	101	AG Artemis Holdings, L.P.	Saumya Bhavsar	Saumya Bhavsar	Secretary	2025-08-08
0000905148-25-002766	101	Phoenix MAG, Ltd.	Andrew H. Messinger	Andrew H. Messinger	General Counsel of the Investment Manager	2025-08-08
0002057694-25-000005	101	MVP LS FUND DLIII LLC	/s/ WILLIAM M CLARK	WILLIAM CLARK	PRESIDENT OF THE MANAGER	2025-08-08
0001833036-25-000003	101	Reachat Marketplace, Inc.	/s/ Jeremiah Brach	Jeremiah Brach	CEO	2025-08-08
0000919574-25-004407	101	Tibor Capital LP	/s/ Lars Munson	Lars Munson	Portfolio Manager	2025-08-08
0002080429-25-000001	101	Onyx & East LLC	Andrew B. Lahr	Andrew B.Lahr	CEO	2025-08-08
0002078923-25-000002	101	Bluhaus Small Business Fund II, LP	/s/ Eduardo Inclan	Eduardo Inclan	Manager of the General Partner	2025-08-08
0002080619-25-000001	101	IQ LP V	/s/ Matthew Winkel	Matthew Winkel, Esq.	By POA from Madhukar Sinha, Designated Partner	2025-08-08
0002076347-25-000001	101	Heli Destinations 3, LLC	Mark Andrew Culp	Mark Andrew Culp	Chief Executive Officer of the Manager of the Issuer	2025-08-08
0000950103-25-010103	101	CapitalSpring Investment Partners VII, LP	/s/ T.A. McKinney	T.A. McKinney	General Counsel	2025-08-08
0002080496-25-000001	101	EnCap Parliament Co-Invest, L.P.	/s/ Craig Friou	Craig Friou	Authorized Person	2025-08-08
0002077858-25-000001	101	MVP LS FUND DLXXXVI LLC	/s/ WILLIAM M CLARK	WILLIAM CLARK	PRESIDENT OF THE MANAGER	2025-08-08
0001012975-25-000426	101	Nadara Investments, L.P.	/s/ Saul A. Cardenas	Saul A. Cardenas	Secretary of the Investment Manager of the Issuer	2025-08-08
0000935836-25-000482	101	Square Enix Holdings Co., Ltd.	Takashi Kiryu	Takashi Kiryu	President and Representative Director	2025-08-01
0002080475-25-000001	101	HCM S17B LP	Armaan Ali	Armaan Ali	Managing Member of the GP of the Issuer	2025-08-08
0001597678-25-000002	101	Think Investments Offshore Ltd.	/s/ Marcus A. Werner	Marcus A. Werner	Executive Officer	2025-08-08
0001012975-25-000425	101	Pinegrove I - Allocate Access, L.P.	/s/ Saul A. Cardenas	Saul A. Cardenas	Secretary of the Investment Manager of the Issuer	2025-08-08
