onet_soc_code,bls_soc_code,title,description,job_zone,alternate_title_count,alternate_titles_sample,oews_year,employment,annual_mean_wage,annual_median_wage,hourly_mean_wage,hourly_median_wage,employment_prse,ability_originality_lv,ability_problem_sensitivity_lv,ability_deductive_reasoning_lv,ability_inductive_reasoning_lv,ability_selective_attention_lv,ability_oral_comprehension_lv,skill_programming_lv,skill_critical_thinking_lv,skill_judgment_decision_making_lv,skill_complex_problem_solving_lv,skill_systems_analysis_lv,skill_systems_evaluation_lv,skill_social_perceptiveness_lv,skill_active_listening_lv,skill_persuasion_lv,skill_instructing_lv,skill_service_orientation_lv,cognitive_pivot_score
33-2021.00,33-2021,Fire Inspectors and Investigators,"Inspect buildings to detect fire hazards and enforce local ordinances and state laws, or investigate and gather facts to determine cause of fires and explosions.",3,44,Alarm Inspector; Alarm Sprinkler Inspector; Arson and Bomb Investigator; Arson Investigator; Bomb Investigator; Building Inspector; Canine Handler (K9 Handler); Certified Fire and Explosion Investigator (CFEI),2024,14050.0,87440.0,78060.0,42.04,37.53,2.3,3.0,3.88,4.0,3.88,3.38,4.12,1.0,3.75,3.0,3.25,3.0,2.75,3.12,3.62,3.25,3.12,3.38,3.39
33-2022.00,33-2022,Forest Fire Inspectors and Prevention Specialists,"Enforce fire regulations, inspect forest for fire hazards, and recommend forest fire prevention or control measures. May report forest fires and weather conditions.",3,27,District Ranger; Environmental Protection Fire Control Officer; Fire Management Officer; Fire Management Technician; Fire Observer; Fire Operations Forester; Fire Prevention Officer; Fire Prevention Technician,2024,2780.0,61820.0,52380.0,29.72,25.19,11.7,3.0,4.12,3.62,3.62,3.12,4.0,0.62,3.88,3.25,3.25,3.12,3.12,2.88,3.25,3.12,3.0,3.0,3.442
33-3011.00,33-3011,Bailiffs,Maintain order in courts of law.,3,18,Armed Bailiff; Bailiff; Bailiff Deputy; City Bailiff; County Bailiff; Court Bailiff; Court Constable; Court Deputy,2024,16910.0,62180.0,57050.0,29.89,27.43,1.4,1.38,3.88,3.0,3.0,3.12,3.25,0.25,3.12,3.0,2.38,1.38,0.75,3.38,3.12,2.88,2.12,2.5,2.432
33-3012.00,33-3012,Correctional Officers and Jailers,"Guard inmates in penal or rehabilitative institutions in accordance with established regulations and procedures. May guard prisoners in transit between jail, courtroom, prison, or other point. Includes deputy sheriffs and police who spend the majority of their time guarding prisoners in correctional institutions.",2,52,Booking Officer; Certified Detention Deputy; Civilian Jail Officer; Community Corrections Officer (CCO); Community Services Officer (CSO); Confinement Officer; Convict Guard; Correction Officer,2024,365380.0,62760.0,57970.0,30.17,27.87,0.4,2.25,4.0,3.5,3.75,3.75,3.88,0.62,3.62,3.0,2.88,2.62,2.12,3.75,3.5,3.0,2.88,3.0,3.082
33-3021.00,33-3021,Detectives and Criminal Investigators,"Conduct investigations related to suspected violations of federal, state, or local laws to prevent or solve crimes.",3,74,Air Marshal; Burglary Investigator; Child Support Agent; Child Support Investigator; Child Support Officer; CIA Agent (Central Intelligence Agency Agent); City Detective; Counter Intelligence Agent,2024,110790.0,98770.0,93580.0,47.48,44.99,0.3,3.12,4.38,4.25,4.12,3.25,4.12,1.12,4.12,3.75,3.62,2.5,3.0,3.88,4.38,3.0,3.12,3.12,3.651
33-3021.02,33-3021,Police Identification and Records Officers,"Collect evidence at crime scene, classify and identify fingerprints, and photograph evidence for use in criminal and civil cases.",3,44,Accident Examiner; Accident Investigator; Accident Reconstructionist; Community Service Officer; Computer Forensic Examiner; Computer Forensic Specialist; Corrections Identification Technician; Crime Lab Analyst (Crime Laboratory Analyst),2024,110790.0,98770.0,93580.0,47.48,44.99,0.3,2.88,3.75,4.0,4.0,3.0,4.0,0.25,3.88,3.0,3.0,2.62,2.12,3.0,3.88,3.0,3.0,3.0,3.25
33-3021.06,33-3021,Intelligence Analysts,"Gather, analyze, or evaluate information from a variety of sources, such as law enforcement databases, surveillance, intelligence networks or geographic information systems. Use intelligence data to anticipate and prevent organized crime activities, such as terrorism.",4,50,AI Consultant (Artificial Intelligence Consultant); All Source Analyst; All Source Intelligence Analyst; Analyst; Anti-Terrorist Analyst; Background Specialist; CIA Agent (Central Intelligence Agency Agent); Competitive Intelligence Analyst,2024,110790.0,98770.0,93580.0,47.48,44.99,0.3,3.5,4.12,4.62,4.75,3.0,4.75,1.38,4.38,3.75,3.62,2.88,3.0,3.12,4.12,3.12,3.12,2.88,3.847
33-3031.00,33-3031,Fish and Game Wardens,Patrol assigned area to prevent fish and game law violations. Investigate reports of damage to crops or property by wildlife. Compile biological data.,4,31,Community Resource Officer; Conservation Enforcement Officer; Conservation Officer; District Resource Officer; Environmental Conservation Officer; Fish and Game Warden; Fish and Wildlife Warden; Fish Warden,2024,6420.0,67990.0,68180.0,32.69,32.78,0.6,3.0,4.12,3.75,4.0,3.25,4.12,0.5,4.0,3.25,3.25,3.25,3.25,3.5,3.75,3.38,3.12,3.12,3.541
33-3041.00,33-3041,Parking Enforcement Workers,"Patrol assigned area, such as public parking lot or city streets to issue tickets to overtime parking violators and illegally parked vehicles.",2,23,Civilian Pay Technician (Civilian Pay Tech); Enforcement Officer; Enforcement Safety Officer; Meter Maid; Parking Control Officer; Parking Enforcement Officer (PEO); Parking Enforcement Specialist; Parking Enforcement Technician,2024,7770.0,51840.0,47150.0,24.92,22.67,2.3,2.25,3.12,3.0,2.75,2.25,3.5,0.75,3.0,2.25,2.38,2.12,1.75,2.88,3.0,2.12,2.75,2.88,2.513
33-3051.00,33-3051,Police and Sheriff's Patrol Officers,"Maintain order and protect life and property by enforcing local, tribal, state, or federal laws and ordinances. Perform a combination of the following duties: patrol a specific area; direct traffic; issue traffic summonses; investigate accidents; apprehend and arrest suspects, or serve legal processes of courts. Includes police officers working at educational institutions.",3,94,Accident Prevention Squad Police Officer; Alcohol Law Enforcement Agent (ALE Agent); Animal Cop; Border Guard; Border Patrol Agent; Border Patrol Officer; Campus Police Officer; Canine Deputy (K-9 Deputy),2024,666990.0,79320.0,76290.0,38.14,36.68,0.4,2.75,4.25,4.12,3.88,3.25,4.0,0.75,3.88,3.62,2.88,2.62,2.5,4.0,3.75,3.75,3.25,3.5,3.389
33-3051.04,33-3051,Customs and Border Protection Officers,"Investigate and inspect persons, common carriers, goods, and merchandise, arriving in or departing from the United States or between states to detect violations of immigration and customs laws and regulations.",3,26,Agriculture Specialist; Air Import Specialist; Border Patrol Agent; Canine Enforcement Officer (K-9 Enforcement Officer); Customs and Border Patrol Agent; Customs Import Specialist; Customs Inspector; Customs Officer,2024,666990.0,79320.0,76290.0,38.14,36.68,0.4,2.38,4.12,4.0,4.0,3.38,4.0,0.5,3.88,3.5,3.0,2.38,2.5,3.38,4.0,3.12,3.0,3.0,3.307
33-3052.00,33-3052,Transit and Railroad Police,"Protect and police railroad and transit property, employees, or passengers.",3,28,Canine Officer (K-9 Officer); Field Training Advisor; Field Training Agent; Law Enforcement Officer; Officer; Patrol Man; Patrol Officer; Patroller,2024,3000.0,91820.0,82320.0,44.14,39.58,2.0,3.0,4.0,3.88,3.88,3.25,4.0,0.75,3.38,3.12,3.0,2.75,2.25,3.25,3.25,3.38,3.0,3.0,3.251
33-9011.00,33-9011,Animal Control Workers,"Handle animals for the purpose of investigations of mistreatment, or control of abandoned, dangerous, or unattended animals.",2,26,ACO (Animal Control Officer); Adoption Counselor; Animal Attendant; Animal Control Specialist; Animal Cop; Animal Cruelty Investigator; Animal Enforcement Officer; Animal Instructor Officer,2024,11790.0,49240.0,45830.0,23.67,22.03,2.2,2.75,3.88,3.12,3.75,3.0,3.88,0.12,3.5,2.88,2.88,2.0,2.0,3.0,3.25,3.0,2.62,3.0,2.973
33-9021.00,33-9021,Private Detectives and Investigators,"Gather, analyze, compile, and report information regarding individuals or organizations to clients, or detect occurrences of unlawful acts or infractions of rules in private establishment.",3,48,Alarm Investigator; AML Investigator (Anti Money Laundering Investigator); Asset Protection Detective; Background Investigator; Bonding Agent; BSA Investigator (Bank Secrecy Act Investigator); Case Investigator; Cash Shortage Investigator,2024,38700.0,61680.0,52370.0,29.65,25.18,2.4,3.12,4.12,4.0,4.12,3.25,4.0,1.0,4.12,3.38,3.0,2.88,2.88,3.5,4.12,3.0,2.25,2.88,3.513
33-9031.00,33-9031,Gambling Surveillance Officers and Gambling Investigators,"Observe gambling operation for irregular activities such as cheating or theft by either employees or patrons. Investigate potential threats to gambling assets such as money, chips, and gambling equipment. Act as oversight and security agent for management and customers.",2,30,Armed Security Officer; Casino Enforcement Agent; Casino Investigator; Casino Security Officer; Casino Surveillance Officer; Dual Rate Surveillance Officer; EMT Security Officer (Emergency Medical Technician Security Officer); Entertainment And Recreation Industry Surveillance Operator,2024,10000.0,46710.0,43900.0,22.46,21.11,2.1,2.12,4.12,3.5,3.75,4.0,3.75,0.38,3.75,3.12,2.5,2.25,2.38,2.88,3.25,2.38,3.0,2.38,3.054
33-9032.00,33-9032,Security Guards,"Guard, patrol, or monitor premises to prevent theft, violence, or infractions of rules. May operate x-ray and metal detector equipment.",2,79,Access Control Security Officer; Alarm Investigator; Armed Guard; Armed Security Guard; Armed Security Officer; Armored Car Driver; Armored Car Guard; Bag Checker,2024,1241770.0,42890.0,38370.0,20.62,18.45,0.5,2.12,3.75,3.0,3.0,3.88,3.62,0.25,3.0,2.5,2.38,1.25,1.38,3.12,3.0,3.0,2.25,2.62,2.487
33-9091.00,33-9091,Crossing Guards and Flaggers,"Guide or control vehicular or pedestrian traffic at such places as streets, schools, railroad crossings, or construction sites.",2,29,Adult Crossing Guard; Campus Supervisor; Community Service Officer; Construction Site Crossing Guard; Crossing Flagman; Crossing Gateman; Crossing Guard; Crossing Tender,2024,90180.0,42910.0,37700.0,20.63,18.13,2.4,0.88,3.12,2.62,2.62,2.88,3.12,0.0,2.5,2.5,1.88,0.88,0.75,2.5,2.75,1.75,1.5,2.62,1.972
33-9092.00,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","Monitor recreational areas, such as pools, beaches, or ski slopes, to provide assistance and protection to participants.",2,27,Aquatics Coordinator; Aquatics Lifeguard; Aquatics Specialist; Beach Attendant; Beach Lifeguard; Bus Monitor; Certified Lifeguard; Certified Ski Patroller,2024,143590.0,34700.0,33720.0,16.68,16.21,2.0,2.0,4.12,3.12,3.0,3.25,3.75,0.0,3.0,3.0,2.62,1.12,1.38,3.25,3.12,2.5,2.5,3.12,2.596
33-9093.00,33-9093,Transportation Security Screeners,"Conduct screening of passengers, baggage, or cargo to ensure compliance with Transportation Security Administration (TSA) regulations. May operate basic security equipment such as x-ray machines and hand wands at screening checkpoints.",2,22,Airline Security Representative; Airport Baggage Screener; Airport Screener; Airport Security Screener; Bag Checker; Baggage Inspector; Baggage Screener; Baggage Security Checker,2024,46340.0,61840.0,63360.0,29.73,30.46,0.8,2.38,3.88,3.38,3.5,3.75,3.75,0.88,3.5,2.88,2.75,2.0,2.38,3.0,3.5,3.0,2.88,2.75,2.961
33-9094.00,33-9094,School Bus Monitors,Maintain order among students on a school bus. Duties include helping students safely board and exit and communicating behavioral problems. May perform pretrip and posttrip inspections and prepare for and assist in emergency evacuations.,2,7,Bus Monitor; School Bus Aide; School Bus Assistant; School Bus Attendant; School Bus Escort; School Bus Matron; School Bus Monitor,2024,72140.0,35270.0,34980.0,16.96,16.82,1.9,,,,,,,,,,,,,,,,,,
33-9099.00,33-9099,"Protective Service Workers, All Other",All protective service workers not listed separately.,,20,Bus Escort; Bus Matron; Bus Monitor; Cafeteria Monitor; Community Service Patrol Officer; Deputy United States Marshal; Federal Agent; Gamewell Operator,2024,83110.0,48210.0,41600.0,23.18,20.0,2.6,,,,,,,,,,,,,,,,,,
33-9099.02,33-9099,Retail Loss Prevention Specialists,"Implement procedures and systems to prevent merchandise loss. Conduct audits and investigations of employee activity. May assist in developing policies, procedures, and systems for safeguarding assets.",2,34,Asset Protection Agent; Asset Protection Associate (APA); Asset Protection Coordinator; Asset Protection Detective; Asset Protection Greeter; Asset Protection Investigator; Asset Protection Manager; Asset Protection Officer,2024,83110.0,48210.0,41600.0,23.18,20.0,2.6,2.75,3.62,3.12,3.5,3.5,3.62,1.0,3.62,3.0,2.88,2.75,3.0,3.12,3.25,2.88,3.0,2.75,3.138
35-1011.00,35-1011,Chefs and Head Cooks,"Direct and may participate in the preparation, seasoning, and cooking of salads, soups, fish, meats, vegetables, desserts, or other foods. May plan and price menu items, order supplies, and keep records and accounts.",3,51,Baker; Banquet Chef; Bread and Pastry Baker; Cake Froster; Cake Icer; Cake Maker; Cake Mixer; Certified Executive Chef (CEC),2024,182320.0,64720.0,60990.0,31.11,29.32,2.6,3.88,4.12,4.12,3.38,3.25,4.0,0.5,3.88,3.12,3.5,3.0,3.12,3.75,3.5,3.62,3.5,3.38,3.569
35-1012.00,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,Directly supervise and coordinate activities of workers engaged in preparing and serving food.,2,59,Banquet Captain; Banquet Supervisor; Bar Manager; Bartender Manager; Cafeteria Manager; Cafeteria Supervisor; Canteen Manager; Cocktail Lounge Manager,2024,1187460.0,44900.0,42010.0,21.59,20.2,0.8,2.88,3.12,3.0,3.0,3.0,4.0,0.25,3.75,3.0,3.0,3.0,3.12,3.62,3.0,3.12,3.12,3.62,3.097
35-2011.00,35-2011,"Cooks, Fast Food",Prepare and cook food in a fast food restaurant with a limited menu. Duties of these cooks are limited to preparation of a few basic items and normally involve operating large-volume single-purpose cooking equipment.,2,25,Cook; Deep Fat Fryer Operator; Fast Food Cook; Fast Food Fry Cook; Fast Food Worker; Food Service Cook; Fry Cook; Fryer,2024,668230.0,31140.0,30160.0,14.97,14.5,2.7,2.0,2.62,2.75,2.25,2.62,3.0,0.0,2.38,2.12,2.12,1.25,1.12,2.62,2.38,2.12,2.0,2.12,2.068
35-2012.00,35-2012,"Cooks, Institution and Cafeteria","Prepare and cook large quantities of food for institutions, such as schools, hospitals, or cafeterias.",2,23,Boarding House Cook; Cafeteria Cook; Camp Cook; Cook; Culinary Specialist; Dietary Aide; Dietary Cook; Dinner Cook,2024,448260.0,37310.0,36450.0,17.94,17.53,0.7,2.5,3.12,3.0,3.0,3.0,3.5,0.0,2.88,2.88,2.88,2.0,2.12,2.88,3.0,2.5,2.75,3.0,2.709
35-2013.00,35-2013,"Cooks, Private Household",Prepare meals in private homes. Includes personal chefs.,3,15,Certified Personal Chef (CPC); Cook; Cooking Chef; Culinary Artist; Culinary Chef; Culinary Specialist; Culinary Worker; Dinner Cook,2024,900.0,51290.0,44530.0,24.66,21.41,32.7,3.12,3.12,3.12,3.0,3.0,3.38,0.38,3.12,3.0,2.88,2.0,2.0,3.0,2.88,2.88,1.38,3.5,2.818
35-2014.00,35-2014,"Cooks, Restaurant","Prepare, season, and cook dishes such as soups, meats, vegetables, or desserts in restaurants. May order supplies, keep records and accounts, price items on menu, or plan menu.",2,25,Back Line Cook; Back of House Team Member (BOH Team Member); Banquet Cook; Breakfast Cook; Broiler Cook; Chef De Partie; Cook; Foreign Food Specialty Cook,2024,1452130.0,37730.0,36830.0,18.14,17.71,1.0,2.62,3.0,2.75,2.38,2.88,3.0,0.0,3.12,2.38,2.0,1.88,2.12,2.62,2.75,1.75,2.0,2.12,2.472
35-2015.00,35-2015,"Cooks, Short Order",Prepare and cook to order a variety of foods that require only a short preparation time. May take orders from customers and serve patrons at counters or tables.,2,29,Barbecue Cook; Bed and Breakfast Cook (B&B Cook); Breakfast Cook; Breakfast Line Cook; Broiler Cook; Chuck Wagon Cook; Cook; Deli Cook (Delicatessen Cook),2024,150420.0,35660.0,35620.0,17.14,17.12,6.0,1.62,2.62,2.38,2.25,2.75,3.0,0.0,2.88,2.0,2.25,1.12,1.75,2.5,2.38,2.12,2.25,2.75,2.097
